relative_path,subject_id,gesture_class,label_idx,dataset_split,sha256,width,height,file_size_bytes
00/01_palm/frame_00_01_0077.png,00,01_palm,0,train,2986e1357bd89fddd5e3095345f53ed10230c728f229c0d3e93ad445ca71711d,640,240,59113
00/01_palm/frame_00_01_0078.png,00,01_palm,0,train,d45aba393ce83366072f760d5fc2864f384241caad60a5a5b8e7d577cb01b8ea,640,240,59249
00/01_palm/frame_00_01_0079.png,00,01_palm,0,train,d45aba393ce83366072f760d5fc2864f384241caad60a5a5b8e7d577cb01b8ea,640,240,59249
00/01_palm/frame_00_01_0080.png,00,01_palm,0,train,eb37f5b09dc1d41b6219928124e0b7d156453d04f444626f8d939e9d826873f8,640,240,59102
00/01_palm/frame_00_01_0081.png,00,01_palm,0,train,e637cbcc2dfebee3c2f13dd42c7666ec115d06d746aa2bcc65dea6531805ad18,640,240,59058
00/01_palm/frame_00_01_0082.png,00,01_palm,0,train,7bced191eb8ee0d3a94cf33dedcd20583c371452553482e545293fe77aba3c41,640,240,58974
00/01_palm/frame_00_01_0083.png,00,01_palm,0,train,e5a57b4b7feb835b639d885013f7e59f0e1021af2f0c6d87c2e95e6d048a5d03,640,240,59157
00/01_palm/frame_00_01_0084.png,00,01_palm,0,train,102efa09ccf504ee9e9b12303a7802d76a6463e2f26025d0bddf9fdfe0e68c19,640,240,59031
00/01_palm/frame_00_01_0085.png,00,01_palm,0,train,e5cdaa5dbd81e1c2c4fe36159e73b8e156e92068ac3d48b1998438a6fa43535f,640,240,59218
00/01_palm/frame_00_01_0086.png,00,01_palm,0,train,63fe5c65013742dd157d48531620089602007206cc7c8d61cb4449b00f2c6736,640,240,58986
00/01_palm/frame_00_01_0087.png,00,01_palm,0,train,ca6af56496e79f3d737f650f8e959d563e7ad8dacf35da2b6f05a8a791acc5ab,640,240,59078
00/01_palm/frame_00_01_0088.png,00,01_palm,0,train,acb7b2d01e91695d540bd4ad2a69df96048ad598feade9acb8a8542282d7ad79,640,240,58903
00/01_palm/frame_00_01_0089.png,00,01_palm,0,train,acb7b2d01e91695d540bd4ad2a69df96048ad598feade9acb8a8542282d7ad79,640,240,58903
00/01_palm/frame_00_01_0090.png,00,01_palm,0,train,03aa2f336672df6066c88d806f8865fc2946277d937be2cd231825f13d8914de,640,240,59031
00/01_palm/frame_00_01_0091.png,00,01_palm,0,train,03aa2f336672df6066c88d806f8865fc2946277d937be2cd231825f13d8914de,640,240,59031
00/01_palm/frame_00_01_0092.png,00,01_palm,0,train,9f0ddc1e39eb7e87b2753af2a32e616ceac079d539b708ccee116757d12e5a54,640,240,58935
00/01_palm/frame_00_01_0093.png,00,01_palm,0,train,96305f5bbf0eb3a88c7e89202940e956190664b2582b0a1d033c6059ce325328,640,240,59119
00/01_palm/frame_00_01_0094.png,00,01_palm,0,train,8ab71508196f0d91c0a2e8f6bdfc132f1935db039249d8af7a8f0df1cf2dcd60,640,240,58878
00/01_palm/frame_00_01_0095.png,00,01_palm,0,train,ad42b31edd69029841e07c6d25b2d8a0ab07f2d8b5d092c78846e8d7fac4595e,640,240,59063
00/01_palm/frame_00_01_0096.png,00,01_palm,0,train,91833b5c9577faeb891850bab27d0b9d30016d2ee76cf6fad5922a142cb63313,640,240,58982
00/01_palm/frame_00_01_0097.png,00,01_palm,0,train,91833b5c9577faeb891850bab27d0b9d30016d2ee76cf6fad5922a142cb63313,640,240,58982
00/01_palm/frame_00_01_0098.png,00,01_palm,0,train,a4aef6e040f6b87fdfc345ca62a432b069065fe68f8d7fe7ed8035653a0878f0,640,240,59146
00/01_palm/frame_00_01_0099.png,00,01_palm,0,train,a4aef6e040f6b87fdfc345ca62a432b069065fe68f8d7fe7ed8035653a0878f0,640,240,59146
00/01_palm/frame_00_01_0100.png,00,01_palm,0,train,f5ee3ac360dff9b2e26c5ad54cf1872cc3a230c4cccf54f9491d6ad80a0bda4f,640,240,58908
00/01_palm/frame_00_01_0101.png,00,01_palm,0,train,640bed958cdc7c24309102a4e5c6b0e758ebd191f9cdb967755799ecb206ce1e,640,240,58913
00/01_palm/frame_00_01_0102.png,00,01_palm,0,train,f5cd8d81b61ee31389c9b4b1759f4b43727e098def5d190be850737f08ddb6ce,640,240,59019
00/01_palm/frame_00_01_0103.png,00,01_palm,0,train,6758570c491afdc2137353ab1e86deb2aaff28cdf622988e9dd1cb72ea9340b5,640,240,59161
00/01_palm/frame_00_01_0104.png,00,01_palm,0,train,5741016d26edb40aa58d0d8741a848292761f0fb8e87bdfbcf4d38efd557397a,640,240,58954
00/01_palm/frame_00_01_0105.png,00,01_palm,0,train,f12c744885e91d038da2a6e88a53887f08290a94cd05edcb16f51a55538f24f5,640,240,59052
00/01_palm/frame_00_01_0106.png,00,01_palm,0,train,12e332271302281456cb2c4e5e2af503d242d405b7750054fc29b28c7a0a6781,640,240,59051
00/01_palm/frame_00_01_0107.png,00,01_palm,0,train,5a7f80b466e60676430a888a8a02a647af698d4b0933afdaa8e19bc3faa80760,640,240,59378
00/01_palm/frame_00_01_0108.png,00,01_palm,0,train,a487795731dda122401c43460ba277ae4ba52873aa51dba9e1f19afae550f5cc,640,240,59186
00/01_palm/frame_00_01_0109.png,00,01_palm,0,train,78b84e8bb0f87ad64367203c3836eb471c91616d31462ed7f9c854457f067aaf,640,240,59146
00/01_palm/frame_00_01_0110.png,00,01_palm,0,train,b45dfd8acccb3b3e18621c7000e7f122ba9d55c00a979d25d5da4dcfc38db757,640,240,59146
00/01_palm/frame_00_01_0111.png,00,01_palm,0,train,f1f5058aad8c7171d84705ae4afad840c9afac28bcf6f7bb3576a26dfdc9db31,640,240,59340
00/01_palm/frame_00_01_0112.png,00,01_palm,0,train,c7dc9641651c5f10c22efc468c5f59bc8310c99ca6a9270e116a5a91e2eaa589,640,240,59267
00/01_palm/frame_00_01_0113.png,00,01_palm,0,train,c7dc9641651c5f10c22efc468c5f59bc8310c99ca6a9270e116a5a91e2eaa589,640,240,59267
00/01_palm/frame_00_01_0114.png,00,01_palm,0,train,82ebbb2456228498750902e52e20b1e2beed8a92b36e11fa824d2e3b66f5e295,640,240,59198
00/01_palm/frame_00_01_0115.png,00,01_palm,0,train,82ebbb2456228498750902e52e20b1e2beed8a92b36e11fa824d2e3b66f5e295,640,240,59198
00/01_palm/frame_00_01_0116.png,00,01_palm,0,train,99e237db9d5fefe3c076cb9282ec2404f687d1b7af6f1b87381f0c86c78c0f4d,640,240,59248
00/01_palm/frame_00_01_0117.png,00,01_palm,0,train,18473dde7e026491aafa5be6954e5957211d92fa2b2fa37a9d769ff31154734f,640,240,59376
00/01_palm/frame_00_01_0118.png,00,01_palm,0,train,00f8149c7b55e6fed878620094f21af81cc2a788eeb364fa2685499713a75035,640,240,59225
00/01_palm/frame_00_01_0119.png,00,01_palm,0,train,1a3f1ec521e31f679b16d82d929cefb2832d1246a9ed24a8203c8fe2430b2901,640,240,59245
00/01_palm/frame_00_01_0120.png,00,01_palm,0,train,8abbf64116576d6d9d94282476955fcccb79ac6a37170b6c9782ed0f45cb6858,640,240,59168
00/01_palm/frame_00_01_0121.png,00,01_palm,0,train,8abbf64116576d6d9d94282476955fcccb79ac6a37170b6c9782ed0f45cb6858,640,240,59168
00/01_palm/frame_00_01_0122.png,00,01_palm,0,train,2d66027dcaffdbd3b8a69ad1fcc3b5d6315f4bd9784c0b7e9ec1adf27e52d8e3,640,240,59307
00/01_palm/frame_00_01_0123.png,00,01_palm,0,train,2d66027dcaffdbd3b8a69ad1fcc3b5d6315f4bd9784c0b7e9ec1adf27e52d8e3,640,240,59307
00/01_palm/frame_00_01_0124.png,00,01_palm,0,train,a7e82ffdfa78bcb16b30fe9ab3e2ef2ad01eec2c346ee12efd792539f168a95c,640,240,59316
00/01_palm/frame_00_01_0125.png,00,01_palm,0,train,4c099205e84caf0dec3299a2818a27b4f7a01a79d03603ed0aad888bb94bd491,640,240,59327
00/01_palm/frame_00_01_0126.png,00,01_palm,0,train,efbbf25d1d680efddc88843c95b16ecb01a552a40ca724160e91b27cf0e94532,640,240,59118
00/01_palm/frame_00_01_0127.png,00,01_palm,0,train,0ecf624a87a3b65e2866a5ac1b4b2988ef2bc70f508525fe3d532fdbaa8cb177,640,240,59160
00/01_palm/frame_00_01_0128.png,00,01_palm,0,train,a5d6e945e7bb22c533a901d1e854b4bbc3a744a1172823a1a2db3ee1271d1f12,640,240,59065
00/01_palm/frame_00_01_0129.png,00,01_palm,0,train,b3f5ebc87f1d60cf39dd53ae22d7960e6716c319ba4c9b61d12a785e34019f2f,640,240,59199
00/01_palm/frame_00_01_0130.png,00,01_palm,0,train,4c4159c8c33b43d4ba30371f93549fdc6c7e1441b23a0a8a31685249a8d397ee,640,240,59027
00/01_palm/frame_00_01_0131.png,00,01_palm,0,train,4c4159c8c33b43d4ba30371f93549fdc6c7e1441b23a0a8a31685249a8d397ee,640,240,59027
00/01_palm/frame_00_01_0132.png,00,01_palm,0,train,34180db5428969f9b10b0041cc9eb821ee32f95fcc93753417a3670dcc271846,640,240,59391
00/01_palm/frame_00_01_0133.png,00,01_palm,0,train,34180db5428969f9b10b0041cc9eb821ee32f95fcc93753417a3670dcc271846,640,240,59391
00/01_palm/frame_00_01_0134.png,00,01_palm,0,train,afe035503f60814ef2b349ada9ec9936bf30809d092c81aa748a9fcd4ac9d4d9,640,240,59049
00/01_palm/frame_00_01_0135.png,00,01_palm,0,train,e8329391c3687db394a5f58749ae4690979a4d3039259f0a0ccd9cb3c860d924,640,240,59206
00/01_palm/frame_00_01_0136.png,00,01_palm,0,train,332e4e111bab4f7c2abfb6583674b579045da44c026e16cdb278fd2637456b5d,640,240,59203
00/01_palm/frame_00_01_0137.png,00,01_palm,0,train,4cf55e54ce5d55b96b0ed394227941cd70a4d1b28cddaf00aad707666aa2a9e9,640,240,59242
00/01_palm/frame_00_01_0138.png,00,01_palm,0,train,88c324372dbe51dfe3e3645a7756f90edebe1200453b173ddb5f4ad289c67074,640,240,59115
00/01_palm/frame_00_01_0139.png,00,01_palm,0,train,88c324372dbe51dfe3e3645a7756f90edebe1200453b173ddb5f4ad289c67074,640,240,59115
00/01_palm/frame_00_01_0140.png,00,01_palm,0,train,2f62886585266ca4f59ec740d6d166a48d9f6e67219c25465633db358a43d19e,640,240,59274
00/01_palm/frame_00_01_0141.png,00,01_palm,0,train,2f62886585266ca4f59ec740d6d166a48d9f6e67219c25465633db358a43d19e,640,240,59274
00/01_palm/frame_00_01_0142.png,00,01_palm,0,train,025e2e947fce1285c33f597726a7908b277821fe0b1a0be97fa9a2579b3b249d,640,240,59026
00/01_palm/frame_00_01_0143.png,00,01_palm,0,train,93c037450f085e57224d2c7deff602ede78049608a97cf95b4373777a2c9510e,640,240,59262
00/01_palm/frame_00_01_0144.png,00,01_palm,0,train,b70983f6b251398c1a10a4ce9da00a4ebc6abf24976d9d615e507bf094f20dca,640,240,59257
00/01_palm/frame_00_01_0145.png,00,01_palm,0,train,b70983f6b251398c1a10a4ce9da00a4ebc6abf24976d9d615e507bf094f20dca,640,240,59257
00/01_palm/frame_00_01_0146.png,00,01_palm,0,train,53b763fe76620a4c3b8b9fa3b4bcd6ed425e74ce7d4a2d5a3ef9b407515815ea,640,240,59355
00/01_palm/frame_00_01_0147.png,00,01_palm,0,train,53b763fe76620a4c3b8b9fa3b4bcd6ed425e74ce7d4a2d5a3ef9b407515815ea,640,240,59355
00/01_palm/frame_00_01_0148.png,00,01_palm,0,train,9491f6ddadf206e32de7e420d3b43f58974ea9b485862d1485047aef2135840a,640,240,59210
00/01_palm/frame_00_01_0149.png,00,01_palm,0,train,1a88d771e6b798443ed190d453b140d873b811691a28d76ec4f5d3034ef47f3b,640,240,59323
00/01_palm/frame_00_01_0150.png,00,01_palm,0,train,15e08e46a777545ddf5f8f78abedef64ddab4d4849ec3e32b46beb07abef48cc,640,240,59123
00/01_palm/frame_00_01_0151.png,00,01_palm,0,train,15e08e46a777545ddf5f8f78abedef64ddab4d4849ec3e32b46beb07abef48cc,640,240,59123
00/01_palm/frame_00_01_0152.png,00,01_palm,0,train,2dc9bf941773691fc747baf39df933d199ff973e0bfb6705e9bf22ba338bab65,640,240,59322
00/01_palm/frame_00_01_0153.png,00,01_palm,0,train,2dc9bf941773691fc747baf39df933d199ff973e0bfb6705e9bf22ba338bab65,640,240,59322
00/01_palm/frame_00_01_0154.png,00,01_palm,0,train,ada979ee5c805f133b535cfadefd1bcf3d0531f556521ed6b8c4601b62981d5b,640,240,59025
00/01_palm/frame_00_01_0155.png,00,01_palm,0,train,4c6408b5c916107cf420ada2738156380be0018fdf8ea38135a6831e79bc4b66,640,240,59364
00/01_palm/frame_00_01_0156.png,00,01_palm,0,train,f00ffc1e1629a2df1f27324698d1710e675c7c5af9710c5a50a4006e1d06510a,640,240,59434
00/01_palm/frame_00_01_0157.png,00,01_palm,0,train,513b83fda1366d56a84de33524fee5aa0124ef5cf0ea58cc16dd2e80fd94c168,640,240,59526
00/01_palm/frame_00_01_0158.png,00,01_palm,0,train,fddb6e36dc7762d825f77c80f8e652185cf3fb55c5f40d7c93f3809428d6971c,640,240,59109
00/01_palm/frame_00_01_0159.png,00,01_palm,0,train,16613da5de34d42bdfdb5ce5cb59396f380a133dbfc408435f277c934e722b0a,640,240,59377
00/01_palm/frame_00_01_0160.png,00,01_palm,0,train,9658fe0199159f44c0ba04910b5bf4204e51f44e1127cd7853eb7f17b2a283c4,640,240,59225
00/01_palm/frame_00_01_0161.png,00,01_palm,0,train,9658fe0199159f44c0ba04910b5bf4204e51f44e1127cd7853eb7f17b2a283c4,640,240,59225
00/01_palm/frame_00_01_0162.png,00,01_palm,0,train,bbcf1e58389bf8ee9e13cd086822b620ff16c62a92fe4ff5b4cdec8475360839,640,240,59491
00/01_palm/frame_00_01_0163.png,00,01_palm,0,train,bbcf1e58389bf8ee9e13cd086822b620ff16c62a92fe4ff5b4cdec8475360839,640,240,59491
00/01_palm/frame_00_01_0164.png,00,01_palm,0,train,b9055503b98a71da0f4e9e94c1765666a50c49a22c0054f452ed698301f8e94d,640,240,59179
00/01_palm/frame_00_01_0165.png,00,01_palm,0,train,16a8e9620e4ce5e24b4ac17b489902e4b68be8b7acadfe97d1fa6e61c33f56b6,640,240,59454
00/01_palm/frame_00_01_0166.png,00,01_palm,0,train,5fd5437ed86d951140c13eb276072f27bb6a89e1c1bfa81f8e6651cef583c4d9,640,240,59253
00/01_palm/frame_00_01_0167.png,00,01_palm,0,train,fb8ef124a24ac03260b8194afa7c816833e49bc8e79255a64c2d65e2fc1b28a0,640,240,59498
00/01_palm/frame_00_01_0168.png,00,01_palm,0,train,cf81b2dcf412be549acc6dafed80d4735c0f04f2e43c4729571854967515c91b,640,240,59174
00/01_palm/frame_00_01_0169.png,00,01_palm,0,train,cf81b2dcf412be549acc6dafed80d4735c0f04f2e43c4729571854967515c91b,640,240,59174
00/01_palm/frame_00_01_0170.png,00,01_palm,0,train,7d540411e1438aa8201585278ca6d72da1a20daf3d3198057cae0cda33f1d270,640,240,59376
00/01_palm/frame_00_01_0171.png,00,01_palm,0,train,7d540411e1438aa8201585278ca6d72da1a20daf3d3198057cae0cda33f1d270,640,240,59376
00/01_palm/frame_00_01_0172.png,00,01_palm,0,train,6554cd46ba9f430e92b052a1804e5a39745d792a23eba1c13ba4124112669136,640,240,59290
00/01_palm/frame_00_01_0173.png,00,01_palm,0,train,54a665726a435c746c21338f661398f28509adbf11d781e079c89377a023624b,640,240,59531
00/01_palm/frame_00_01_0174.png,00,01_palm,0,train,b8ac1a2021f6e4c8a630e2a506a42d21c301f707241a2ecbd3592a4b32c54249,640,240,59248
